"Age","Urban","Tenure","Educ","Expenditure","Marital","Income"
67,1,2,15,11662.9999,2,163508
49,1,4,13,19184.7501,5,125000
40,1,4,14,6187.2501,5,25000
47,1,4,13,14548.6281,3,160000
75,1,4,16,11275.3001,5,56496
59,1,1,13,22953.4997,1,23623
55,1,1,15,6200.5,5,55000
68,1,1,13,14545.4001,4,47340
66,1,1,12,20700.15,1,197000
75,1,2,14,4041,2,1608
60,1,2,16,13347.6998,1,132000
53,1,1,13,16535,1,65000
30,1,4,12,5518.75,5,27447
30,1,2,12,8696,5,60000
78,2,4,11,3126,5,10344
50,1,4,14,14468,1,0
33,1,4,11,2485,4,1838
31,1,4,15,19122.75,1,0
35,1,1,15,5802.75,5,42000
40,1,4,16,9918.1001,5,1e+05
22,1,4,13,14484.5001,5,155000
72,1,2,12,5906,1,59458
45,1,1,16,78656.7562,1,266000
69,2,1,15,28612.0001,1,68008
56,1,2,15,3411,5,40000
53,1,4,13,10150.0001,5,71000
33,1,2,15,22084.7501,1,142200
62,1,2,15,48560.5,3,70408
62,1,1,13,32408,1,22268
38,1,4,16,15217.5,5,60001
63,1,1,16,11143.05,1,45900
52,1,2,10,9474.25,1,30000
27,1,1,15,9155.75,5,46000
65,1,1,12,2262,1,15096
71,1,4,13,2065,3,7788
88,1,2,12,5068,2,17275
68,1,5,13,5906.75,1,23588
21,1,1,14,6531.75,5,22000
78,1,2,12,14053.9999,2,34328
20,1,4,13,10705.1501,5,0
58,1,1,15,35300.35,1,155000
52,1,4,13,5934.2499,4,22000
31,1,4,15,9607.5,5,52030
64,1,4,12,7882.5,5,69045
50,1,1,15,34681.2563,1,495000
70,2,2,15,36144,1,24498
49,1,4,15,5931.2001,5,0
55,1,1,12,19469.0001,1,199000
26,1,4,13,8466.5,5,20000
22,1,4,12,11483.25,5,58000
37,1,4,15,24353.6281,5,47000
25,1,4,13,9131,1,23035
43,1,1,12,120218.6783,1,309976
57,1,4,14,4307,3,45720
18,1,6,12,1821,5,0
69,1,1,0,28454,2,11160
73,1,2,13,21330,1,700
56,1,1,16,103749.6999,1,286000
79,1,2,15,12616.5,1,100961
45,1,1,13,9119,3,52800
88,1,4,13,5003,3,22200
34,1,4,13,3970,5,1746
50,1,4,16,32978.25,5,106006
43,1,1,16,34622,1,314984
66,1,2,15,6715.6667,2,29088
59,1,2,15,9231.7001,1,111700
30,2,2,15,10311.9187,5,36000
21,1,6,14,794.3333,5,475
57,2,2,12,37629.6667,3,2304
31,1,4,13,9699.6667,5,111000
45,1,2,12,8431.0854,1,32552
78,1,4,12,4056.3333,1,20788
32,1,1,11,4310.8334,1,17808
36,1,1,16,13583.7521,1,160000
49,1,4,13,14663.6667,3,76000
32,1,4,13,8475.2667,5,110000
41,1,1,16,18428.5001,1,97000
73,1,2,12,2918.3333,2,5710
69,1,2,12,9675.1333,1,30772
52,1,1,13,8517.5,1,1608
36,1,1,13,10178,1,60000
73,1,2,12,5972.3333,1,62065
88,1,4,11,10824.6667,1,25556
83,1,2,12,4096.6667,2,29202
82,1,4,11,3438.6667,1,37808
46,1,1,13,15626,1,120000
79,1,2,12,4005.3333,2,22032
80,1,4,14,6822.3334,2,28044
69,1,4,0,4330,1,14976
73,2,2,12,9312.3333,1,86016
51,1,4,15,29588.9999,5,250060
61,1,1,12,7092.8333,2,86152
38,1,4,15,3971.8334,1,23930
48,1,1,15,6166.4999,1,14233
66,1,2,16,13496.7667,2,97357
76,1,1,12,2947,2,21648
39,1,4,15,5315.5001,3,7804
35,1,4,12,12156.4667,3,99000
30,1,4,12,6772.9334,5,26400
88,1,2,15,4838,2,38217
81,1,2,13,3122,1,44496
30,1,4,15,10252.7333,5,55200
40,1,4,16,11818.6667,1,82000
65,1,2,12,3071,3,37400
54,1,4,12,4843,3,24000
45,1,1,12,9598.6667,1,50000
69,1,2,15,3205.6667,5,68783
73,1,2,15,8292,1,95190
50,1,1,14,20875.4999,1,156800
49,1,4,16,10280.0001,1,55000
65,1,2,15,6974.6667,2,44142
56,1,2,13,3981.3333,3,32000
37,1,4,13,8552,5,4454
46,1,2,11,12895.6667,2,84056
39,1,1,13,6604.5001,1,77520
51,1,4,12,1707.5666,1,37608
56,1,1,15,11587.8333,3,104000
69,1,1,16,21345.3999,1,48917
47,1,4,13,5155.5,5,54080
88,1,2,13,32503,1,317503
43,1,4,16,15431.7521,3,0
45,1,4,13,18343.6667,3,108000
74,1,4,11,6908,4,16008
65,2,4,13,13789,3,10908
49,1,1,15,15907.3666,1,0
46,1,1,13,6877.2001,1,68000
26,1,4,12,3426.9666,5,4328
43,1,1,12,6508.6667,1,48000
88,2,4,12,2394.5,3,280
42,1,1,14,8695.1001,1,57132
59,1,1,15,16300.5,3,92000
25,1,4,12,6328.8333,5,10000
88,1,4,15,5840.6667,2,1608
67,1,4,14,2988,5,18276
29,1,1,13,3739.2667,1,38000
71,1,2,15,9941.3333,1,122296
64,1,1,13,22635.6667,3,20448
83,1,1,15,5511.4999,2,32994
42,1,5,15,958.6001,5,14300
29,2,4,13,4274.1667,5,33000
38,1,1,15,17719.3334,1,179000
88,1,4,11,4076,2,1608
43,1,1,15,24862.7521,1,302776
35,1,1,15,8659.8333,1,1e+05
54,1,1,15,9592.6666,1,125012
41,1,4,11,2494.8334,5,8250
55,1,5,0,1563,5,720
38,1,4,16,13525.2667,1,114000
35,1,2,11,4953.0001,5,55000
73,1,1,13,2931.3333,2,17856
88,1,2,12,3522.3333,2,17604
71,1,2,15,12587.6667,1,49736
27,1,4,12,3792.8334,5,25000
53,1,4,12,4295.3,3,55000
42,1,1,13,14620.8334,1,77000
71,1,1,16,29539.3333,2,67558
48,1,2,15,11111.6667,2,133035
49,1,4,12,6690.6667,1,31460
71,1,4,12,2463.6667,3,12660
40,1,1,15,15797.1667,1,161640
20,1,6,16,2768,5,12000
83,2,2,12,21407.3333,1,29750
26,1,4,13,7924.0001,5,62500
34,2,2,12,9603.1667,1,49200
40,1,1,15,10752.3666,1,0
66,1,1,11,4078.6667,1,35566
62,1,4,15,2823.3333,3,14376
27,1,4,15,6069.5001,5,25000
40,1,4,15,8039,1,1e+05
70,1,1,12,10077.3333,1,38976
76,1,4,12,3756.5,1,63506
52,1,4,12,4119.8334,5,18552
29,1,4,14,6853,5,60000
34,1,1,15,12985.1666,1,160000
59,1,1,15,6738,1,20000
46,1,2,13,5235.1667,5,15600
72,1,1,15,17827.6334,2,68320
27,1,1,14,8332.0999,1,52000
88,1,1,10,4220.6667,1,0
45,1,2,15,13016.0001,1,145600
78,1,4,16,17021.6667,1,164315
33,1,2,15,22578.1059,1,312776
57,1,4,12,4506.5999,4,27000
55,1,4,14,3448.3333,2,14522
59,1,4,13,3441.9333,5,24000
62,1,1,14,17567.5,1,164800
88,1,4,12,11218,1,72000
64,1,4,13,1454,3,1980
42,1,4,12,3597.7001,5,46600
58,1,2,13,5633.8334,2,45000
25,1,4,16,29342.3334,5,143000
34,1,1,16,10015.5001,5,1e+05
69,1,2,12,2956,2,25464
81,1,2,12,4079,2,16488
36,1,1,15,7193.2999,3,280
75,1,2,13,3950.3333,2,16008
21,1,6,13,2059.3333,5,0
41,1,1,13,10124.3001,1,2500
55,2,1,12,6770.5001,1,62976
57,1,1,16,18329.3333,1,375976
50,1,2,11,2016.3333,5,3500
66,1,2,12,7189.8334,2,37352
83,1,2,12,3777,1,35616
88,1,2,14,3927.6334,2,41291
41,1,2,16,15572.1667,1,198000
50,1,1,15,72246.7521,1,6875
46,1,2,12,3186.5,1,17320
88,1,2,15,2804.3333,1,0
71,2,2,14,6587.7334,1,53036
19,1,6,13,272.0333,5,0
41,1,1,16,78551.752,5,355171
76,1,2,10,2304,1,14594
61,1,4,14,2450,3,16044
88,1,2,11,2563.3333,2,16008
29,1,4,13,8270.6667,3,48000
55,2,2,13,5593.5,3,30000
72,1,1,15,4651,3,53077
55,1,1,15,6914.0001,3,0
63,1,2,12,3035,3,47034
60,1,1,13,9769.3333,1,107608
48,1,1,15,23014.3333,1,132540
61,1,2,14,15575,1,2800
63,1,4,13,7634,3,101300
67,1,1,13,20502.3333,2,44328
27,1,4,13,11142.5334,1,47505
49,1,1,13,10022.6667,5,113000
62,2,2,12,5244.1667,1,39920
58,1,1,14,30055.4855,1,162000
50,1,1,13,7658.1666,5,130000
52,1,4,12,2905.0001,5,0
36,1,4,15,10388.9333,1,0
37,1,1,13,7204.8333,5,57700
88,2,2,12,4180.7333,1,15513
70,1,2,13,2671,1,0
56,1,2,14,5995.6667,2,80812
88,1,2,13,5927.2333,2,42408
51,1,1,13,9787.1332,1,48962
51,1,4,13,4058.8333,5,50000
45,1,4,14,5832.4999,1,44944
70,1,1,13,8059,1,46844
88,2,2,16,7331,1,29928
53,1,2,13,34756.3331,1,185600
41,1,1,12,8417.8333,1,38400
48,1,1,15,14101.8374,1,300200
43,1,4,11,5808.1667,5,34568
63,2,1,16,9735.6667,1,0
74,1,2,13,3521,1,72816
52,1,1,12,19953.1666,1,3500
88,1,1,16,13955.6667,5,515103
55,1,2,15,7293.3334,1,79000
82,1,2,14,3941.0001,1,35412
27,1,1,15,7991,1,108000
41,1,1,16,26627.0854,1,422026
43,1,1,15,7062.3333,5,84084
52,1,2,16,12834.6667,5,179700
41,1,4,11,4651.8667,5,16380
61,1,1,12,4415.6666,5,3891
30,1,4,15,21319.0854,1,150000
68,1,1,15,6743.9999,1,75616
68,1,1,10,7571.4999,1,51876
45,1,1,15,12319.5,1,139000
23,1,4,15,6620.6667,5,62200
51,1,1,13,12075.2333,1,99000
41,2,2,14,3668,3,3646
34,1,2,16,4987.0666,3,0
54,1,1,15,8897.1334,1,40000
50,1,1,13,11490.4333,1,0
51,1,4,13,18427.0001,1,144938
63,2,2,15,5071.8333,3,16572
21,1,4,13,3946.8333,5,20800
58,1,4,12,2708.6667,5,8848
52,1,1,11,2057.6667,1,3722
77,1,1,12,8117.6667,1,86816
50,1,1,15,6982.6333,1,0
54,1,1,14,7586.7334,1,136008
77,1,2,12,7917.6667,3,28656
43,1,1,15,18834.1667,1,125000
32,1,5,13,985.3333,5,4284
70,1,4,12,7938.3333,2,15000
47,1,4,12,10129.3335,1,45000
88,1,2,12,5324,5,32200
75,1,1,15,6305.3999,1,39436
36,1,4,12,3947.9667,4,35336
45,1,1,14,21134.3001,1,118000
27,1,2,12,6966.1001,5,0
58,1,2,16,22476.8334,1,122000
51,1,4,16,5892.8334,5,54500
58,1,1,10,4173.8334,1,41000
37,1,4,11,7766.9999,1,30800
23,1,6,13,159.3333,5,0
78,1,2,13,44086.3333,1,44416
35,1,4,15,7747.5,1,90010
36,1,4,12,4004.4667,1,9292
77,1,4,10,1327.6667,2,14580
42,1,1,12,17776.6667,1,96960
77,1,2,13,3576.0999,1,40264
19,1,6,13,2279.7333,5,24000
67,1,2,13,3745.6667,3,27448
80,1,2,12,4076.6667,1,75216
55,1,1,16,67407.4187,1,235714
58,1,2,16,41169.5,3,110000
74,1,4,12,3727.3333,2,18556
68,1,2,11,4556.3333,3,42332
27,1,1,15,34759.3333,1,90000
80,1,2,13,28174.6225,2,3000
49,2,4,12,2901,3,750
30,1,1,12,5816.8333,5,68500
46,1,1,12,9020.3333,1,10400
29,1,1,15,3911.0001,5,75000
88,1,4,15,4397.3333,2,18948
68,1,2,12,8763.8333,1,41205
56,1,1,14,48833.2667,1,281200
58,1,1,14,11078,1,90280
29,1,4,15,11304.6667,5,80000
33,1,1,16,27612.3333,1,236000
22,1,4,13,5043.6667,5,35524
72,1,1,16,16689.3333,1,0
41,1,4,13,10023.7666,4,70000
48,1,1,15,31120.2779,1,254800
44,1,4,13,7507.8333,1,90200
28,1,4,12,11068.3334,5,76000
28,1,4,13,5452.5999,1,36101
22,1,4,15,3846.6667,5,35000
43,1,1,11,14603.5999,1,115307
53,1,2,15,34830.5854,1,189700
77,1,4,0,1539.3333,1,11928
68,1,2,14,4347.3333,1,20384
35,1,1,12,7024.4187,1,40000
61,1,1,12,6321.9999,1,106000
51,1,4,13,2700.2667,3,14588
72,1,4,13,3082.6667,3,37608
35,1,1,15,8401.8668,1,81800
37,1,1,15,11421.8333,1,78000
68,1,2,13,2443.6667,3,21764
81,1,2,10,2213.3333,2,17544
57,1,1,16,28901.4187,5,188796
73,1,1,11,7504.3333,2,42808
50,1,2,12,5142.8666,3,55000
68,1,2,11,3282.6666,5,24000
55,1,1,16,19461.0333,1,190000
70,1,1,16,14771.0854,1,254002
65,1,4,13,2840.6667,2,13608
71,1,2,15,9625.3333,1,34070
21,1,4,13,5801.5001,5,9000
74,2,1,13,12682.3333,2,76652
40,1,1,12,12560.8334,1,105000
88,1,2,11,1446,2,17808
34,1,1,15,10234.1666,1,84000
65,1,2,15,3266.6667,3,9318
25,1,4,15,6503.8334,5,60000
45,1,1,15,53378.2413,1,389076
46,1,1,14,4547,2,40000
65,1,2,16,15985.5853,1,281391
28,1,4,14,3224.3335,3,31200
81,1,2,13,4321,1,3216
68,1,2,14,8784.9666,3,24023
54,2,1,15,20770.1667,1,154346
58,1,1,12,4170.1667,2,34500
82,1,1,14,6430,1,0
37,1,1,15,40341.2521,1,331876
25,1,4,16,10026.2001,5,120000
34,1,4,12,7977.1667,1,130000
80,1,2,16,20629,1,0
24,1,4,13,6783.5667,5,34000
46,1,4,15,8934.1001,1,0
73,1,2,11,9987.6667,2,45608
54,1,4,11,3609.3333,1,16032
26,1,1,14,6703.3333,1,40000
40,1,1,13,69022.5001,5,89001
72,1,1,16,7896,2,83755
64,1,1,15,8022.6667,2,56700
39,1,4,16,7283.5,5,70000
60,1,2,15,32356.8375,1,467776
42,1,1,13,3841.6666,3,35418
20,1,4,13,3304,5,8750
36,1,1,16,5521.9333,5,55000
22,1,2,13,4025.0001,5,18368
45,1,1,16,13663.8335,1,178155
72,1,2,15,6373.7521,1,13224
50,1,1,15,13851.3333,3,80010
69,1,2,16,14170.3333,1,21131
48,1,1,12,5420.0001,1,67000
43,1,4,12,10608.5001,1,109000
63,1,4,10,4967.5,1,46000
68,1,1,13,3580.3333,3,49108
73,1,2,16,10012.6667,1,120004
42,1,1,15,11609.6334,1,0
58,1,4,14,3378.6667,3,16248
68,1,2,13,4518.6667,3,16812
54,1,1,13,11271.1667,1,99512
65,1,2,13,8102.1667,1,124539
42,1,1,16,30602.8334,1,220000
70,1,1,16,15333.9999,2,39868
39,1,1,15,24771.1667,1,185000
32,1,4,14,6571.3335,5,47000
42,1,1,10,23856.2522,1,436776
60,1,4,11,1620.6667,5,16008
59,1,4,14,8061.3334,3,74450
28,1,4,12,2427.1333,5,3312
35,1,1,15,17040.6667,1,221301
44,1,1,15,16271,5,10840
88,1,4,12,3307,3,15064
23,1,4,13,5040.8333,5,18000
26,1,1,15,4487.1667,5,50020
59,1,2,16,18228.4187,5,160400
65,1,4,15,1750.6667,3,6600
34,1,4,14,7373.9667,5,0
48,1,1,14,28814.8333,1,120881
51,1,1,15,17109.9188,1,114800
68,1,2,11,4852.6667,3,67128
53,1,1,15,14813.1667,1,365076
56,1,1,13,14182.3333,1,-115800
75,1,2,13,7287.2667,1,12000
51,1,5,14,14221.2333,1,60608
39,1,1,15,25418.3334,1,162700
29,1,1,15,7745.5333,5,43000
45,2,2,13,2852,3,2304
50,1,2,16,10135.2,2,15000
22,1,1,14,5304.1667,5,54000
32,1,1,16,18247.8333,1,199140
58,1,4,13,4999.3333,1,22701
25,2,4,15,4641.5,5,44400
55,1,1,16,11087.5521,1,225000
62,1,1,15,3884.6667,1,0
43,1,2,10,3105.3334,5,29200
58,1,2,13,7597.6667,1,155000
30,1,4,16,10163.9999,5,150150
72,1,2,13,4037.6667,1,3216
41,1,4,15,13583.0854,1,180015
73,1,1,12,8264.5,1,26208
60,1,2,16,7408.0854,1,55000
22,1,5,11,1068.3334,5,2804
81,1,2,13,12756.0001,1,69448
71,1,2,15,4184.6667,1,3216
18,1,4,12,4885.5,1,50000
65,1,2,11,3982.6667,2,16524
32,1,4,16,19602.0001,1,200600
70,1,4,12,5766.6667,4,9468
33,1,2,12,8508.3334,5,80000
67,1,1,12,9030.5001,1,141133
88,1,2,16,3324.3333,2,39808
24,1,4,12,4889.9999,1,39500
68,1,2,14,15984,1,7992
37,1,4,15,15693.3333,1,122500
25,1,4,14,6462.5999,5,18572
69,1,2,16,8417.8335,3,41100
71,1,4,10,2724.3333,3,6008
68,1,2,14,6530.5,1,125429
56,1,2,15,48228.8333,1,290000
56,1,2,16,19346.8332,1,160466
70,1,4,15,7714.3333,3,50700
24,1,4,12,1707.0667,5,0
54,1,4,12,2730.6667,2,12288
27,1,4,15,13324.5,4,19200
55,1,1,15,9038.8333,1,79000
32,1,2,15,7694.9999,1,86000
88,1,1,13,6265.5001,2,106808
63,1,1,12,10393.3333,1,22690
33,1,4,15,14879.1667,5,240000
61,2,1,12,6639.1668,3,53000
69,1,2,15,4479.6667,1,30408
22,1,4,13,3517.4001,5,7000
63,1,4,15,7032.3333,5,0
55,1,4,12,1539.8,3,2768
68,1,1,10,3127.6667,5,1608
35,1,4,12,5051.8333,2,11000
69,1,2,12,3693.6667,1,3000
37,1,2,12,43523.6667,1,56000
68,1,1,16,27722.0855,1,449182
76,1,2,12,13987.3333,1,69208
30,1,4,15,12229.6668,1,107001
58,1,2,15,37403.8333,1,35250
37,1,1,13,8831.8334,1,146000
41,1,4,16,11256.5667,1,62000
45,1,4,16,13154.0667,3,0
39,1,4,12,10446.3334,1,87000
46,1,1,12,4783.6667,1,36000
21,1,5,13,871.1666,5,4800
27,2,2,13,4207,5,2700
61,1,4,12,3839,3,17172
38,1,1,15,31093.3667,1,82000
36,1,2,12,3918.8334,1,45000
71,1,4,16,11070,3,37368
47,1,1,12,14285.1667,5,70000
52,1,2,15,19444.8333,1,164000
57,1,4,11,2132,4,8793
37,1,2,13,6956.5667,5,4800
48,1,1,15,6383.1667,1,130000
69,1,2,15,5528.0001,1,26604
21,1,4,15,3609.3333,5,0
66,1,4,12,4357.4334,2,19416
28,1,4,14,8525.5,5,127000
26,1,4,14,6044.6667,5,14400
42,1,1,16,15192.5,1,194200
47,1,1,12,49244.0001,1,107000
48,1,4,10,4363.1667,1,26400
80,1,2,14,6692.3667,2,14172
47,1,1,15,28838.5334,1,649701
59,1,1,14,11719.1667,3,147035
42,1,2,12,5584.5,1,18000
65,1,2,12,3623.6667,2,34408
58,1,1,15,10734.3,1,103000
88,1,2,16,3063.8333,2,26524
47,1,1,15,13873.8334,1,165000
83,1,2,11,11073.6667,3,6496
57,2,4,13,3641.4333,3,34022
40,1,1,16,10393.9,5,110208
47,1,1,12,14802.0522,1,187500
21,1,4,13,3429.6667,5,0
56,1,2,15,31696.0854,3,87324
63,1,2,15,6084.7334,2,16008
63,1,2,15,4654.3333,2,18788
60,1,2,12,5337.0001,2,35000
60,1,2,14,6280.5332,5,49908
67,1,4,12,7064.3333,1,36208
65,1,1,15,6668.5,3,51250
67,2,1,13,8416.3333,3,8928
72,2,2,12,3728.6667,1,27034
22,1,4,11,5121.6667,1,36000
20,1,4,11,4455.5001,5,27200
73,2,2,12,4348.6334,1,41296
48,1,4,12,4033.3333,5,14688
55,1,1,16,11969.1667,1,127000
49,1,1,15,3794.6666,5,920
66,1,1,15,7317.1667,1,50992
59,1,1,13,31798.8224,1,215884
57,2,2,13,6445.2001,1,21473
38,1,1,12,6547.3188,1,167000
62,1,2,14,20825.9187,1,347876
63,2,2,14,7911.8333,1,100596
38,1,4,14,13402,1,22412
47,1,1,12,7565,1,57260
50,1,4,16,13566.8333,1,80000
69,1,2,14,3084.6667,1,39816
50,1,4,16,11297.1667,1,52350
29,1,4,15,14994.3,5,230000
44,1,1,15,14173.1667,1,140000
39,1,2,15,11982.1667,1,126000
64,2,2,12,14857.3334,1,128000
34,1,1,14,14382.8334,5,86600
35,1,4,13,7621.0999,1,25000
44,1,4,12,5676.8333,3,26750
66,1,1,12,8935.6667,1,70464
30,1,4,12,40553.9999,5,302776
40,1,4,15,1583.85,1,0
53,1,2,16,13194.1667,1,262000
39,1,2,16,4407.6667,1,105000
56,1,1,13,1682.6667,3,19548
53,1,1,15,9850.126,1,255000
45,1,1,13,3216.25,1,48408
82,1,2,13,1340,1,0
50,1,4,12,1907.95,5,600
46,1,1,15,7753.6834,1,131200
88,1,2,15,1715,1,39261
37,1,4,13,2551.1667,5,60000
39,1,4,13,7160.3333,1,5359
78,1,2,16,6034.3333,1,63124
49,1,1,15,9949.2333,1,0
41,1,4,15,6162.6833,1,70000
22,1,4,15,1118.9167,5,18000
40,1,4,13,900.6667,3,263
44,1,1,12,6042.4167,1,112000
45,1,4,12,3789.2667,5,33224
57,1,4,11,506.6667,5,11532
60,1,2,12,4088.75,1,193403
19,1,4,11,2637.9333,5,34000
35,1,4,13,4401.25,1,64500
41,2,2,12,1786.1667,3,19123
35,2,2,15,3859.5833,1,35971
56,1,4,15,3376.5,3,75000
50,1,1,15,15561.0834,1,128180
37,1,2,12,1892.5334,1,25120
27,1,1,13,4297.9166,5,70100
54,1,2,12,2561.25,3,78135
62,1,1,13,7027.5428,1,148425
38,1,1,15,8495,1,162000
48,1,1,13,6539.8333,1,77316
64,1,2,12,3915.1667,2,36000
65,1,1,12,3664.5,1,68408
69,1,1,13,2439.4667,1,53314
43,1,1,16,5667.9167,1,133000
70,1,2,13,2628.9,1,0
30,1,4,13,2385.6667,5,55000
67,1,2,12,1797.6333,4,18001
31,1,4,16,7268.75,5,24200
58,1,2,12,2271.9167,3,35441
69,1,2,16,23193.8167,1,436871
43,1,1,15,7989.5833,1,144200
60,2,5,10,831.25,1,28800
32,1,4,13,3166.6667,5,40000
39,1,1,13,10681.2094,5,0
42,1,1,13,3600.2094,1,70000
58,1,4,16,1341.6667,5,24828
50,1,1,14,18627.9317,1,605551
66,1,2,12,1491,2,168999
47,1,2,0,103.6667,5,9000
79,2,2,16,2615,1,43672
65,2,2,16,2297.5,3,72000
55,1,5,13,1106.5001,2,25000
72,1,4,10,1779.3333,2,11208
72,1,4,13,1142.6667,3,2608
60,1,2,11,609.1667,3,4062
68,1,4,12,1356,1,13608
49,1,4,13,2782.5,5,25224
48,1,1,16,10555.2428,1,398382
38,1,2,15,3027.8333,5,52000
61,1,4,11,1872.4833,2,2040
54,1,1,13,4910.9334,3,1e+05
46,1,4,15,4285.25,3,8250
72,1,1,12,1644.3333,3,0
48,1,1,13,6789.75,1,94120
63,2,2,14,994.4333,3,19740
66,1,4,13,1697.0666,2,33744
49,1,1,15,3695.4,1,98000
42,1,4,15,8049.0833,1,55000
43,1,1,15,2219.0666,5,0
66,1,4,16,1000.6667,2,10788
71,2,1,16,14125.6667,1,64424
35,1,1,12,2720.3333,5,56000
36,1,1,16,6718.6261,1,325476
57,1,4,12,3278.5,1,34654
36,1,5,15,7723.2761,3,0
65,1,1,12,3343.3,3,104000
88,1,4,10,662,2,10820
74,1,1,14,8413.376,1,238389
70,1,2,15,9095.6667,1,45864
55,1,1,15,6299.0833,1,154360
21,1,4,13,2177,5,35500
47,1,4,14,2801.5,3,84000
31,1,4,12,3251.75,1,50000
44,1,1,14,4681.25,1,166100
43,1,1,14,10226.5,1,150502
67,1,2,12,3133.15,1,37068
27,1,4,11,3201.6167,1,34000
45,1,4,12,2128.6667,1,23000
88,1,2,15,2838,1,40764
64,1,1,12,2305.5427,2,13440
44,1,1,16,18374.0427,1,302776
45,1,4,15,2195.5834,2,25400
69,1,1,15,3821.3333,2,27348
33,1,4,15,3960.8333,5,60000
37,2,4,12,412,5,4800
43,1,4,15,5820.2094,1,150000
60,1,1,15,9192.4166,1,73089
31,1,4,10,3734.6,5,56000
51,1,4,15,3281.2334,5,43000
70,1,1,13,1048.6667,3,1800
66,1,1,16,3792.75,3,90001
62,1,2,15,5732.1667,3,62500
62,1,4,15,2860.6667,2,40500
48,1,4,16,8354.5,1,277000
36,1,4,15,624.3333,1,16008
29,1,4,15,6628.1666,1,130000
36,1,1,16,5047.2094,3,150000
55,1,1,13,3523.2667,5,55000
73,1,2,15,3642.3333,2,31266
80,1,2,12,2017.6667,1,35704
81,1,2,16,4373.3333,1,30409
26,1,4,16,9299.1667,5,140000
56,1,4,12,2324.4167,3,34000
51,1,4,11,6749,1,43000
43,1,4,12,2021.3333,5,0
41,1,1,15,10534.8333,1,304836
41,2,1,15,9442.3333,1,200500
60,1,1,15,3842.6667,3,56000
66,1,1,13,14572.6833,1,90816
75,1,1,11,2351.6667,1,16524
42,2,1,10,4048.75,1,97500
49,1,1,12,3342.1667,1,147200
52,1,4,15,3204.9167,1,123200
35,1,1,13,23502.6666,1,183480
44,1,1,16,6813.5,1,135000
60,1,1,16,19155.2094,1,150500
50,1,4,16,4605.0833,3,62000
32,1,1,14,3047.6667,3,68132
62,1,1,12,1895.4167,1,23270
42,2,1,12,5601.5667,1,106000
37,1,4,10,3752,1,72150
56,1,2,16,58827.2094,1,527714
71,1,4,13,697.9333,5,9088
40,1,4,12,4346.9333,4,55000
62,1,1,13,7978.0833,1,112150
67,1,2,14,29081.0001,1,66688
78,1,1,11,4989.3333,1,2264
46,1,4,13,1260.75,4,5775
57,1,1,15,5808.7333,1,150000
82,1,4,16,3899,3,4800
53,1,4,13,3986.0833,1,130000
82,1,2,12,1866.3333,2,22432
62,1,1,13,6995,1,129600
38,1,4,10,4285.5094,1,0
65,1,2,16,13054.6667,1,152200
55,2,4,12,2000.9167,3,19901
50,1,1,12,11079.6667,1,127000
30,1,4,11,2509.2334,1,19700
44,1,1,15,7928.4167,1,43848
26,1,4,13,15055.45,1,85001
70,1,1,12,3690.6666,1,41566
65,1,2,13,5066.6334,1,126419
33,1,1,15,5338.3334,1,77500
42,1,1,13,3504.5,1,119437
62,1,1,16,6637.2094,1,134000
27,1,4,11,2161.65,1,47680
60,1,4,11,2527.5833,4,34940
54,1,1,15,5036.8167,3,44100
49,1,1,16,4117.5834,1,118000
38,1,1,15,3045.1667,1,8650
33,1,4,14,5604.2167,1,109000
69,1,1,16,23719,1,137808
51,1,1,15,4838.7,2,72044
77,1,2,14,6097.6667,2,22800
40,1,4,12,2551.25,1,60000
52,1,4,13,2075,2,24612
40,1,2,11,1154,5,0
44,1,4,12,3693.6333,1,36608
25,1,4,16,1980,5,40700
75,1,2,16,1118,4,17580
35,1,4,12,13169.25,3,48400
51,1,4,13,1466.6667,5,2250
31,2,2,12,1749.75,1,50001
68,1,4,12,1387,2,11616
70,1,2,16,4694.25,2,85000
55,1,1,16,20145.9187,1,615551
45,1,4,10,1656.6667,2,2880
81,1,1,12,2802.6667,3,152296
55,1,4,12,2013.5,5,16024
45,1,4,13,7349.4428,1,89000
40,1,1,16,3829.0833,1,80000
55,1,1,11,2749.75,3,25000
64,1,1,13,4542.5667,5,55000
45,1,4,16,3018.5834,5,0
41,1,1,16,7911.75,1,129012
64,1,1,13,2237,1,22151
24,1,1,13,6354,1,44625
60,1,2,12,1858.5833,3,31114
83,1,2,13,2595.9167,2,33512
72,1,1,12,2293.2,1,24564
83,1,4,12,1297,2,15132
39,1,1,15,5551.6667,1,50000
54,1,4,12,2067.3333,3,1294
51,2,2,12,1592,1,38936
57,1,1,12,4647.8333,1,135000
22,1,2,12,3059.7334,5,26450
18,1,6,13,331,5,0
46,1,1,16,7241.5,1,115000
40,1,1,12,2971.5834,1,85000
54,1,4,12,3805.0833,1,98000
36,1,1,14,3846.8333,1,80000
67,1,4,14,2112.3333,3,23844
25,1,4,13,3564.6667,1,32400
46,1,1,13,8612.3094,3,205000
18,1,6,12,529.7167,5,2000
59,1,4,13,5768.9834,5,56376
83,1,2,15,18902.1667,1,20696
45,1,4,10,7776.5,1,59000
58,1,4,13,3366,3,8610
47,2,1,10,3397.8333,1,55000
62,1,4,13,2858.3333,2,49672
31,1,2,13,1610.8334,5,27000
40,1,4,12,1293.75,5,10190
